text,label,augment
"let 's issue a moratorium , effective immediately , on treacly films about inspirational prep-school professors and the children they so heartwarmingly motivate .",1,clean
tiresomely derivative and hammily managed .,0,textfooler
tiresomely derivative and hammily undertaken .,0,textfooler
tiresomely derivative and hammily acted .,0,clean
i walked away from this new version of e.t. just as i envisaged i would -- with moist eyes .,1,textfooler
i walked away from this new version of e.t. just as i wait i would -- with moist eyes .,1,textfooler
i walked away from this new version of e.t. just as i hoped i would -- with moist eyes .,1,clean
what should have been a cutting hollywood satire is yet about as fresh as last congee 's issue of variety .,0,textfooler
what should have been a shortening hollywood satire is instead about as fresh as last months 's issue of variety .,0,textfooler
what should have been a cutting hollywood satire is instead about as fresh as last week 's issue of variety .,0,clean
"the film does a solid job of slowly , steadily builds up to the climactic burst of violence .",1,textfooler
"the film does a solid job of slowly , steadily capitalize up to the climactic burst of violence .",1,textfooler
"the film does a solid job of slowly , steadily building up to the climactic burst of violence .",1,clean
"the heart of the film is a touching contemplation on aging , suffering and the prospect of death .",1,textfooler
"the heart of the film is a touching reflection on aging , suffering and the kwun of death .",1,textfooler
"the heart of the film is a touching reflection on aging , suffering and the prospect of death .",1,clean
"the notion of abolishing premonition from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus .",0,textfooler
"the notion of deleting emotion from people , even in an advanced prozac nationals , is so insanely dysfunctional that the rampantly designed equilibrium becomes a sight doofus .",0,textfooler
"the notion of deleting emotion from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus .",0,clean
puts to rest any thought that the german cine industry can not make a delightful comedy centering on food .,1,textfooler
sparks to rest any thought that the german film industry can not make a delightful comedy centering on food .,1,textfooler
puts to rest any thought that the german film industry can not make a delightful comedy centering on food .,1,clean
"with the dog days of august upon us , think of this dog of a film as the cinematic equivalent of high sweating .",0,textfooler
"with the dog days of august upon us , think of this dog of a movie as the cinematic matching of high perspiration .",0,textfooler
"with the dog days of august upon us , think of this dog of a movie as the cinematic equivalent of high humidity .",0,clean
"no amount of arty theorizing -- the special effects are ` german-expressionist , ' according to the press noting -- can render it anything but nonsensical .",0,textfooler
"no amount of arty theorizing -- the special effects are ` german-expressionist , ' according to the press referring -- can render it whats but laughable .",0,textfooler
"no amount of arty theorizing -- the special effects are ` german-expressionist , ' according to the press notes -- can render it anything but laughable .",0,clean
a well-executed spy-thriller .,1,textfooler
a well-executed spy-thriller .,1,clean
"lisa rinzler 's cinematography may be lovely , but love liza 's tale itself literally collapses into an inhalant disrupting , maintaining consciousness just long enough to achieve callow pretension .",0,textfooler
"lisa rinzler 's cinematography may be lovely , but love liza 's tale itself virtually dipped into an inhalant blackout , maintain consciousness just long enough to achieve callow pretension .",0,textfooler
"lisa rinzler 's cinematography may be lovely , but love liza 's tale itself virtually collapses into an inhalant blackout , maintaining consciousness just long enough to achieve callow pretension .",0,clean
the camper is a riot .,1,textfooler
the trailer is a ferment .,1,textfooler
the trailer is a riot .,1,clean
"this cloying , voices-from-the-other-side story is cathouse .",0,textfooler
"this cloying , voices-from-the-other-side story is damned .",0,textfooler
"this cloying , voices-from-the-other-side story is hell .",0,clean
"alas , getting there is not conversely half the interest .",0,textfooler
"alas , getting there is not too half the interest .",0,textfooler
"alas , getting there is not even half the interest .",0,clean
"a chilly , brooding but quietly resonant psychological study of domestic tension and agony .",1,textfooler
"a cooled , brooding but quietly resonant psychological study of domestic tension and unhappiness .",1,textfooler
"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness .",1,clean
"the result is somewhat satisfying -- it still comes from spielberg , who has not made everthing that was n't at least watchable .",1,textfooler
"the result is somewhat satisfying -- it still enters from spielberg , who has never waged anything that was n't at least watchable .",1,textfooler
"the result is somewhat satisfying -- it still comes from spielberg , who has never made anything that was n't at least watchable .",1,clean
i 'll dedicate out on a limb .,1,textfooler
i 'll going out on a limb .,1,textfooler
